"filename", "language", "Python", "comment", "blank", "total"
"/mnt/Windows-SSD/Users/nagar/Desktop/my_project/cloude_AI/CODEEEE/Ui/tui.py", "Python", 45, 4, 9, 58
"Total", "-", 45, 4, 9, 58
