"filename", "language", "Python", "comment", "blank", "total"
"/mnt/Windows-SSD/Users/nagar/Desktop/my_project/cloude_AI/CODEEEE/context/manager.py", "Python", 51, 0, 14, 65
"Total", "-", 51, 0, 14, 65
